Repetition probabilities
NK#	Atomoxetin	Placebo		Atomoxetin-Placebo
1	0.494648080539	0.487620189964	0.00702789057509
2	0.526003228399	0.596022727273	-0.0700194988734
3	0.474304923661	0.480211469445	-0.00590654578423
4	0.509909600178	0.555222678838	-0.0453130786605
5	0.517810579183	0.547975352113	-0.0301647729294
7	0.526644626622	0.505529696876	0.0211149297458
8	0.479590943114	0.546943374312	-0.0673524311975
9	0.506008359457	0.482750223914	0.0232581355426
11	0.507264193867	0.549066080657	-0.0418018867899
12	0.528531025702	0.556162609466	-0.0276315837642
13	0.544770206022	0.593743101662	-0.0489728956402
14	0.578182728053	0.585646177881	-0.00746344982811
15	0.512091928251	0.523753182134	-0.0116612538826
16	0.54216880885	0.537253559601	0.00491524924854
17	0.50783898897	0.521129877446	-0.0132908884757
18	0.501087102126	0.510722640587	-0.00963553846149
19	0.520040356317	0.527868782934	-0.0078284266174
20	0.485073136591	0.473888231943	0.0111849046478
21	0.485842670401	0.520659619465	-0.0348169490635
